FIPS,MedianIncome2011,MedianIncome2012,MedianIncome2013,MedianIncome2014,MedianIncome2015,MedianIncome2016,MedianIncome2017,MedianIncome2018
30023,"34,375","36,125","37,542","38,178","37,979","38,394","44,295","45,641"
30025,"50,823","50,108","59,083","59,102","59,928","54,158","60,495","62,029"
30027,"38,912","40,114","41,111","42,915","43,823","45,520","49,892","49,147"
30029,"44,006","45,742","46,885","47,351","48,063","50,249","57,389","54,382"
30031,"50,042","51,394","56,680","51,569","57,358","60,439","61,446","67,569"
30033,"34,607","34,414","38,663","42,757","45,987","43,328","43,753","44,580"
30035,"33,766","34,508","33,648","33,428","31,666","37,207","38,345","37,719"
30037,"32,236","33,550","36,747","37,316","37,883","38,276","35,850","38,782"
30039,"38,140","39,713","41,391","47,902","43,470","43,469","44,834","48,410"
30041,"42,014","41,194","43,244","43,509","44,178","41,705","48,470","50,136"
30043,"56,280","59,105","59,001","61,575","62,508","62,734","66,813","68,381"
30045,"37,657","38,878","41,731","43,272","45,472","44,607","43,748","50,197"
30047,"37,135","33,021","39,219","38,221","39,383","40,888","42,265","44,833"
30049,"52,510","54,096","53,982","53,572","56,755","60,370","59,819","63,860"
30051,"35,769","35,414","39,073","37,911","40,052","38,535","41,798","42,742"
30053,"33,656","34,764","34,926","36,734","37,281","37,793","38,257","40,602"
30055,"39,993","38,345","41,918","43,132","44,387","46,001","44,001","43,650"
30057,"42,799","41,367","44,046","41,539","49,872","51,252","50,248","53,031"
30059,"35,591","32,643","35,694","36,903","41,391","39,284","43,001","44,572"
30061,"33,416","33,935","36,169","36,449","39,584","39,933","42,452","43,458"
30063,"42,082","44,320","45,895","44,716","44,998","47,086","53,141","56,207"
30065,"37,495","39,474","39,403","39,827","41,791","42,103","42,255","43,371"
30067,"42,332","40,399","42,439","42,942","45,642","45,405","49,550","61,044"
30069,"31,891","33,613","37,276","35,092","42,919","43,230","43,669","41,009"
30071,"37,217","38,913","40,202","41,595","38,105","42,550","44,168","44,730"
30073,"37,218","37,441","40,694","39,292","41,168","39,984","42,175","42,890"
30075,"38,756","40,396","43,107","44,644","50,491","47,996","49,446","47,378"
30077,"37,850","37,323","39,820","40,072","42,755","44,863","45,418","48,966"
30079,"35,144","35,991","41,843","40,140","42,187","43,592","43,238","42,754"
30081,"39,421","38,445","39,487","42,902","48,468","44,851","49,997","50,055"
30083,"55,593","56,492","64,171","65,738","68,196","65,277","63,343","67,242"
30085,"33,152","34,278","34,291","37,511","39,147","40,129","42,379","40,179"
30087,"45,838","49,212","50,597","50,751","51,732","53,946","54,998","57,674"
30089,"30,703","33,598","34,847","32,815","36,564","38,486","40,582","39,861"
30091,"44,992","47,842","50,292","52,711","50,857","49,112","49,862","51,690"
30093,"39,586","39,835","40,691","39,882","42,658","45,231","44,762","47,302"
30095,"49,185","54,994","58,109","60,812","60,052","59,905","63,140","66,226"
30097,"40,859","43,193","43,146","45,000","48,361","49,666","52,303","52,747"
30099,"39,479","41,236","43,828","46,208","47,598","46,185","47,750","48,368"
30101,"38,983","42,057","44,252","45,207","43,879","42,689","46,896","46,326"
30103,"42,837","43,082","48,282","47,089","49,679","50,770","50,432","50,774"
30105,"46,566","41,694","45,747","46,328","46,698","47,028","47,676","48,390"
30107,"28,086","30,385","32,519","35,875","35,665","37,360","36,771","38,449"
30109,"38,722","38,892","43,722","43,859","49,533","47,908","48,092","49,532"
30111,"47,346","49,405","52,079","51,653","57,326","57,351","58,031","59,975"
31000,"50,281","50,766","51,502","52,803","55,073","56,979","59,913","59,724"
31001,"46,321","46,902","52,267","48,658","48,579","48,010","53,321","55,167"
31003,"44,394","45,135","48,814","50,919","48,546","48,799","46,560","55,371"
31005,"37,578","37,847","39,874","43,408","50,753","44,511","44,109","46,862"
31007,"29,383","46,509","46,769","48,990","54,115","51,049","53,040","53,865"
31009,"35,133","36,945","38,323","38,228","44,824","48,974","44,016","44,467"
31011,"46,354","50,722","50,156","52,914","54,070","52,844","55,493","51,911"
31013,"50,430","53,635","54,120","55,465","54,652","56,537","58,728","57,952"
31015,"36,181","37,835","39,838","39,964","42,539","41,461","43,189","42,431"
31017,"38,011","38,907","39,861","42,348","46,856","44,709","46,768","46,191"
31019,"50,346","51,959","52,333","51,550","55,813","57,036","58,800","59,193"
31021,"46,434","46,553","47,749","49,345","49,792","51,054","52,879","57,548"
31023,"53,928","49,880","46,211","54,240","55,542","55,285","52,033","57,208"
31025,"60,091","59,962","63,738","66,522","66,519","63,707","71,166","75,177"
31027,"48,085","52,102","56,300","54,421","56,092","53,864","61,159","64,570"
31029,"45,885","47,787","52,924","52,749","55,319","51,695","57,965","54,866"
31031,"39,638","42,043","43,229","43,564","54,564","48,933","46,894","49,782"
31033,"49,065","50,466","53,430","55,964","57,255","52,565","59,971","53,132"
31035,"47,339","48,370","50,587","55,758","51,431","51,712","51,775","56,259"
31037,"45,936","47,756","51,103","50,758","50,744","50,901","61,176","55,787"
31039,"47,273","48,122","50,252","56,047","56,995","56,419","55,465","59,219"
31041,"40,928","43,425","44,608","45,644","51,014","47,199","50,627","49,995"
31043,"47,067","46,582","45,631","50,289","49,093","53,332","52,055","55,522"
31045,"38,824","38,196","39,507","40,667","44,135","44,496","43,627","47,487"
31047,"43,224","46,818","44,976","47,366","47,991","51,688","46,395","56,818"
31049,"40,417","42,152","48,523","44,109","47,641","48,546","47,584","47,097"
31051,"46,524","46,124","47,637","52,601","52,152","52,436","54,941","54,635"
31053,"46,246","47,367","48,671","50,043","48,969","51,704","53,152","51,682"
31055,"51,741","51,189","51,959","52,842","58,405","59,226","61,706","64,580"
31057,"40,556","40,294","47,098","45,624","45,745","43,459","45,680","48,574"
31059,"48,192","48,438","52,606","54,556","54,086","53,037","57,539","56,697"
31061,"41,551","43,406","44,871","44,794","44,911","45,456","47,002","48,778"
31063,"50,811","47,799","48,258","48,543","50,700","55,089","49,455","43,650"
31065,"39,868","42,517","41,446","44,461","40,032","44,219","50,675","49,685"
31067,"45,221","45,588","45,212","50,861","50,746","44,166","53,305","49,931"
31069,"36,486","38,142","38,837","38,645","42,186","38,701","39,446","39,192"
31071,"36,318","37,292","40,758","40,436","44,643","44,016","43,478","46,245"
31073,"48,409","50,931","58,357","55,319","56,882","55,373","54,787","59,722"
31075,"40,482","44,298","44,778","47,537","56,646","55,830","52,665","56,724"
31077,"37,241","40,744","42,743","43,858","44,920","45,429","45,037","45,221"
31079,"45,043","46,641","49,750","48,499","50,093","52,315","54,546","53,792"
31081,"58,591","58,433","54,663","62,191","65,103","63,996","68,296","60,608"
31083,"44,467","43,882","45,806","46,744","47,844","45,626","47,829","49,321"
31085,"43,321","43,003","51,101","48,856","50,516","46,401","45,136","47,047"
31087,"39,411","42,059","40,217","40,496","43,054","43,502","42,567","43,880"
31089,"42,844","43,861","44,518","46,667","50,434","54,055","50,370","55,965"
31091,"38,397","39,140","39,377","40,732","42,989","47,526","47,327","46,220"
31093,"45,336","50,518","49,496","51,040","52,464","54,803","54,671","52,292"
31095,"42,418","42,186","46,252","44,947","46,812","47,750","48,930","47,075"
31097,"43,526","42,970","46,456","48,511","47,382","47,592","48,518","52,401"
31099,"53,129","55,422","57,823","56,791","50,645","66,321","62,499","64,456"
31101,"40,154","41,303","42,851","45,192","46,888","46,431","47,598","52,086"
31103,"35,436","39,179","41,491","41,138","45,886","47,282","45,688","48,429"
31105,"40,240","42,545","45,023","45,771","45,769","45,091","46,571","46,986"
31107,"39,178","45,180","41,066","42,745","45,566","46,647","46,163","47,906"
31109,"49,046","50,478","52,275","52,011","54,422","58,873","59,681","58,618"
31111,"49,139","48,141","52,395","49,770","53,856","57,445","55,934","56,803"
31113,"46,820","49,227","48,688","50,761","51,098","50,979","48,579","55,531"
31115,"37,885","39,143","41,192","49,132","52,862","47,918","46,875","47,797"
31117,"38,097","41,244","40,834","62,280","57,175","49,265","49,875","53,207"
31119,"46,363","45,822","45,738","51,836","51,330","49,625","51,184","55,226"
31121,"50,714","47,236","50,317","50,893","51,219","52,112","59,984","56,493"
31123,"42,378","43,513","47,296","46,961","49,082","44,398","44,062","49,151"
31125,"42,629","44,501","45,091","48,535","46,958","47,579","48,972","47,279"
31127,"44,705","45,033","48,892","49,162","52,034","49,242","52,229","52,069"
31129,"36,861","41,892","44,139","43,249","41,956","41,840","43,712","46,954"
31131,"48,509","50,907","52,565","51,527","53,015","55,030","60,469","60,734"
31133,"37,006","39,684","38,735","42,977","43,646","42,389","42,962","45,487"
31135,"50,293","52,339","53,893","56,080","58,066","59,732","55,033","57,251"
31137,"51,371","50,879","53,607","54,137","55,566","57,432","60,695","59,003"
31139,"51,019","50,194","50,807","53,489","56,744","55,586","58,375","57,367"
31141,"51,209","55,607","52,368","61,768","58,554","59,288","57,693","63,656"
31143,"51,981","54,850","56,618","58,162","61,965","53,881","61,422","59,815"
31145,"44,250","44,591","44,826","43,842","49,308","48,783","49,447","49,034"
31147,"37,197","39,760","41,679","44,282","44,648","45,256","48,087","47,573"
31149,"37,225","40,764","40,870","46,051","51,447","48,802","48,373","48,260"
31151,"47,635","48,762","49,047","51,805","55,850","51,222","53,662","54,569"
31153,"65,801","68,118","67,740","74,008","73,856","74,374","80,842","79,358"
31155,"56,466","59,831","61,174","61,961","61,025","66,330","63,849","67,897"
31157,"41,905","43,554","43,406","47,194","43,428","46,641","48,662","50,247"
31159,"58,898","60,642","59,053","61,802","62,455","66,102","68,762","71,024"
31161,"37,695","44,613","38,411","40,351","47,005","41,128","41,247","43,819"
31163,"40,734","42,043","41,224","43,883","42,643","43,657","55,432","47,499"
31165,"38,646","45,099","48,313","47,313","55,606","48,891","50,910","50,861"
31167,"48,448","54,152","54,263","55,955","56,423","57,857","58,295","66,228"
31169,"44,818","45,023","43,938","49,517","48,947","48,668","51,757","51,299"
31171,"41,783","39,612","43,247","39,537","48,754","49,449","46,927","48,275"
31173,"38,786","40,266","38,558","41,344","42,290","43,737","45,328","45,405"
31175,"40,802","41,737","44,105","44,726","49,929","43,405","44,907","48,604"
31177,"68,406","63,817","66,160","69,191","68,435","70,727","72,385","77,838"
31179,"46,980","47,240","49,981","53,290","54,503","52,764","54,548","55,970"
31181,"39,018","40,250","42,305","40,979","40,444","41,616","45,768","45,058"
31183,"38,340","39,980","37,495","45,400","55,106","46,838","55,906","53,369"
31185,"47,936","50,110","56,687","51,335","59,500","53,960","55,950","61,478"
32000,"49,099","49,909","51,250","51,487","52,544","55,201","57,932","58,740"
32001,"50,620","49,463","50,158","46,840","54,134","50,292","53,302","58,429"
32003,"48,343","49,583","51,071","51,241","51,624","54,455","57,217","57,155"
32005,"54,640","60,869","56,613","60,322","63,620","61,988","66,092","70,495"
32007,"62,937","68,759","71,354","72,648","76,518","70,242","76,439","79,134"
32009,"40,536","40,517","41,075","47,180","49,057","48,693","47,053","50,179"
32011,"58,985","62,864","66,592","70,535","65,459","67,590","67,976","70,036"
32013,"61,680","63,772","66,290","67,423","68,060","68,999","68,753","72,873"
32015,"64,392","67,424","69,658","74,347","76,713","71,814","75,943","79,278"
32017,"42,724","43,617","44,366","45,629","51,788","49,874","54,844","55,504"
32019,"44,877","48,035","46,526","48,576","51,934","51,344","54,588","59,732"
32021,"39,705","40,308","40,496","40,714","42,164","41,892","45,589","44,438"
32023,"41,150","41,426","42,998","42,881","43,819","48,001","48,513","47,031"
32027,"46,683","45,192","51,548","52,001","54,416","56,984","57,885","42,522"
32029,"54,582","53,471","59,785","55,291","61,594","60,066","61,751","68,236"
32031,"50,910","49,449","53,565","52,862","56,457","58,253","61,506","63,636"
32033,"52,014","50,417","52,588","57,243","54,975","54,832","53,765","58,942"
32510,"50,689","48,227","47,476","45,639","47,015","52,253","55,228","56,382"
33000,"62,436","63,157","64,064","66,469","70,003","70,986","73,638","75,322"
33001,"55,422","55,033","57,568","59,831","63,377","57,779","63,902","64,777"
33003,"45,582","50,495","50,598","57,556","54,351","56,836","58,005","59,413"
33005,"53,111","54,819","52,246","56,008","60,339","57,286","60,844","60,251"
33007,"37,677","40,162","40,917","42,491","40,286","45,127","43,836","44,259"
33009,"51,289","52,532","55,131","56,353","57,827","60,335","63,322","65,163"
33011,"66,275","68,150","67,162","71,233","73,474","75,997","78,171","78,714"
33013,"64,482","59,186","64,068","62,429","68,148","69,320","70,408","74,351"
33015,"75,285","76,285","74,785","79,653","87,103","82,016","89,049","93,645"
33017,"54,783","53,575","59,290","58,577","60,931","69,467","68,864","69,919"
33019,"47,868","57,444","52,114","57,142","53,804","58,021","59,493","60,034"
34000,"67,574","69,705","70,224","71,968","72,337","76,212","80,106","81,777"
34001,"49,983","50,881","51,668","54,208","53,296","55,672","59,309","60,826"
34003,"79,037","82,001","81,615","84,309","88,512","93,205","93,805","100,181"
34005,"72,594","74,285","76,868","80,479","74,844","80,081","86,777","84,470"
34007,"57,261","58,572","57,641","61,685","63,589","65,838","65,817","67,135"
34009,"52,312","55,175","56,520","55,409","55,632","59,181","64,450","62,175"
34011,"49,465","46,491","45,850","45,438","50,259","48,867","51,786","51,790"
34013,"51,021","51,019","53,358","54,603","52,206","54,879","60,284","62,875"
34015,"70,618","72,248","71,137","78,983","76,780","79,332","84,639","81,315"
34017,"55,133","56,087","55,699","57,720","60,053","63,157","65,673","73,337"
34019,"99,216","103,301","107,203","103,876","102,797","113,336","113,083","112,335"
34021,"71,926","67,662","70,575","73,750","72,172","76,988","78,161","79,979"
34023,"73,914","77,044","76,515","77,330","78,249","82,183","85,187","87,666"
34025,"79,062","81,190","83,424","87,220","86,722","89,968","97,627","99,223"
34027,"91,420","95,236","99,950","100,511","101,754","107,019","114,269","112,396"
34029,"56,851","59,022","59,888","62,937","63,478","62,276","70,493","68,483"
34031,"52,243","58,073","57,426","58,030","55,723","61,517","63,127","71,959"
34033,"53,890","57,939","58,483","56,645","63,988","56,071","61,322","64,524"
34035,"95,915","95,574","96,947","100,194","99,059","104,668","111,838","119,731"
34037,"82,987","85,036","85,747","82,048","84,431","87,549","89,744","92,284"
34039,"65,178","64,698","64,272","68,172","70,581","71,801","76,830","80,737"
34041,"66,857","70,560","68,011","71,294","71,672","74,834","79,633","77,571"
35000,"42,097","42,828","44,026","44,905","45,524","46,844","47,086","47,405"
35001,"44,224","46,200","48,053","47,192","47,870","50,599","51,091","51,372"
35003,"37,277","30,257","32,644","33,256","36,570","34,868","34,458","34,777"
35005,"35,894","38,008","41,388","38,403","39,265","40,573","43,341","43,527"
35006,"33,345","34,783","36,307","35,081","35,580","36,651","37,753","38,097"
35007,"33,988","36,620","37,152","37,156","37,269","38,426","39,372","41,592"
35009,"38,423","39,472","39,186","42,620","41,879","43,450","43,590","47,202"
35011,"30,017","30,895","33,045","33,789","33,427","32,820","33,095","35,087"
35013,"36,136","37,230","36,831","38,974","39,421","38,287","38,562","38,409"
35015,"46,212","48,001","49,865","57,007","60,407","57,287","52,932","58,320"
35017,"34,686","35,842","39,220","38,221","39,792","39,750","40,684","38,341"
35019,"29,187","29,659","29,924","29,147","31,710","31,547","31,915","29,515"
35021,"32,983","35,249","37,520","40,380","39,561","37,027","35,441","37,544"
35023,"30,978","33,230","32,993","34,304","34,336","33,605","33,557","39,882"
35025,"46,176","48,028","53,556","58,994","54,686","52,213","52,358","51,656"
35027,"40,096","38,896","40,756","39,995","40,297","41,214","47,141","45,095"
35028,"110,204","112,115","110,930","108,477","107,126","114,670","118,380","124,947"
35029,"27,566","27,852","28,040","27,268","27,151","28,227","30,621","30,570"
35031,"29,320","29,821","27,790","29,497","29,040","31,505","31,746","33,976"
35033,"28,911","26,455","29,263","27,627","31,816","34,602","33,671","34,491"
35035,"35,894","38,764","41,960","41,736","38,381","41,995","43,338","42,701"
35037,"29,895","30,557","30,496","29,069","29,047","28,996","29,600","33,085"
35039,"37,101","36,900","36,716","34,902","37,319","37,174","36,977","41,511"
35041,"34,055","34,781","35,322","36,108","38,053","37,122","37,767","41,700"
35043,"53,948","57,376","56,190","56,142","62,833","58,621","56,937","57,036"
35045,"46,370","45,901","44,417","47,520","49,173","50,847","46,977","46,578"
35047,"31,983","31,285","31,222","32,964","32,303","31,734","33,205","35,292"
35049,"50,234","50,716","51,697","52,628","55,247","57,469","58,639","60,187"
35051,"28,544","28,029","29,680","29,036","29,432","30,467","30,356","31,741"
35053,"31,371","32,809","32,090","32,285","33,673","33,239","34,880","33,989"
35055,"32,521","29,637","33,021","36,125","37,092","34,075","34,980","38,405"
35057,"33,193","32,952","35,046","37,311","35,950","36,347","36,886","39,123"
35059,"33,206","33,570","37,902","36,684","36,715","37,787","38,627","40,426"
35061,"41,983","40,159","41,412","40,591","42,395","43,819","46,155","46,365"
36000,"55,147","56,357","57,255","58,771","60,805","62,700","64,783","67,648"
36001,"56,602","57,951","55,778","60,371","57,312","61,634","65,659","64,536"
36003,"39,900","41,623","41,849","42,655","44,331","45,226","46,491","46,262"
36005,"32,137","32,510","33,079","33,687","35,102","37,355","37,377","38,566"
36007,"43,756","44,709","45,142","46,283","46,067","49,927","47,910","50,928"
36009,"39,368","42,822","40,936","43,892","40,933","46,224","47,875","48,017"
36011,"47,875","49,412","48,976","52,792","51,925","53,437","55,460","52,945"
36013,"40,782","41,194","40,468","41,757","43,973","42,664","45,840","45,689"
36015,"47,994","45,193","45,337","48,880","51,285","50,722","50,562","52,565"
36017,"40,693","42,747","44,328","46,387","49,082","45,193","48,161","50,312"
36019,"49,025","49,198","45,900","51,576","46,747","53,392","56,436","55,517"
36021,"53,500","52,891","57,094","55,047","58,335","57,579","60,629","64,916"
36023,"44,397","45,781","46,163","48,357","49,894","51,810","52,038","51,751"
36025,"38,208","41,195","43,380","45,860","42,907","45,381","45,385","47,382"
36027,"67,153","66,677","69,300","70,925","71,348","73,680","76,955","79,604"
36029,"47,505","50,370","51,123","50,134","52,176","54,175","55,581","56,375"
36031,"45,668","45,676","46,337","50,182","52,282","50,506","52,741","54,376"
36033,"40,092","44,697","42,672","45,704","45,682","49,062","50,187","48,722"
36035,"46,976","43,918","42,264","45,409","46,543","45,982","46,984","51,388"
36037,"45,955","50,476","42,641","52,410","53,771","54,211","55,522","58,925"
36039,"45,127","45,773","50,190","52,597","48,144","49,860","54,635","54,514"
36041,"43,104","44,957","45,737","49,137","47,997","52,134","51,520","59,020"
36043,"40,504","45,137","42,460","44,148","49,504","49,633","46,733","53,168"
36045,"45,292","46,008","46,510","49,781","50,179","46,206","47,436","52,798"
36047,"42,437","44,850","47,067","47,547","51,026","54,793","56,548","60,862"
36049,"44,097","46,952","45,926","47,542","50,846","48,314","51,857","52,660"
36051,"50,186","52,549","51,901","49,920","53,945","54,256","56,407","61,027"
36053,"49,326","48,220","51,057","51,600","58,094","57,703","56,477","59,114"
36055,"50,247","50,811","51,722","51,371","54,204","54,684","57,660","60,240"
36057,"40,160","41,034","43,880","40,923","44,414","42,193","46,601","43,799"
36059,"91,162","92,543","95,395","98,312","101,568","105,486","107,465","115,301"
36061,"65,833","66,739","71,443","75,459","75,136","77,214","84,133","84,610"
36063,"45,291","47,548","46,752","49,274","48,517","50,328","54,317","55,013"
36065,"45,957","45,973","44,031","48,350","47,390","52,404","53,234","54,096"
36067,"53,394","52,362","52,055","52,892","57,114","56,853","57,641","59,786"
36069,"52,367","52,774","57,846","58,473","58,085","58,320","65,271","62,930"
36071,"65,648","65,761","68,249","69,228","71,162","71,963","77,606","75,048"
36073,"43,870","45,329","43,876","46,577","48,126","50,750","48,799","52,658"
36075,"43,687","46,487","46,281","46,926","49,391","52,621","52,732","53,745"
36077,"43,563","47,318","47,689","43,104","47,942","50,034","51,561","54,321"
36079,"87,248","92,950","92,014","94,334","90,497","96,267","98,765","100,887"
36081,"53,124","54,373","56,307","56,866","60,241","61,844","64,046","68,432"
36083,"57,059","59,237","56,643","59,925","60,117","63,174","63,457","71,084"
36085,"69,436","70,295","68,621","70,299","71,058","75,524","78,466","79,719"
36087,"80,765","81,517","80,132","83,162","84,249","84,358","87,873","88,960"
36089,"42,609","41,640","43,556","43,518","42,811","50,897","49,607","49,356"
36091,"64,298","66,677","69,917","71,885","75,029","75,904","82,732","83,210"
36093,"52,283","54,654","53,978","56,508","59,432","57,923","61,841","63,297"
36095,"49,610","47,581","49,307","48,718","50,588","50,244","51,007","57,757"
36097,"45,986","46,983","44,080","48,135","49,664","48,109","48,782","50,190"
36099,"45,951","47,297","45,265","49,809","49,813","48,998","54,563","54,184"
36101,"43,834","46,110","46,540","46,849","47,352","50,190","50,807","54,862"
36103,"83,360","85,717","84,940","85,886","87,634","92,310","94,108","100,075"
36105,"46,161","46,102","46,928","48,908","49,161","49,016","52,504","51,985"
36107,"51,675","56,891","51,026","52,195","57,541","55,643","57,190","60,309"
36109,"49,639","49,159","49,457","51,880","55,839","55,778","56,539","57,383"
36111,"54,060","56,832","56,933","56,718","58,328","61,421","62,531","63,073"
36113,"50,807","52,692","52,552","54,585","54,492","55,769","58,859","56,694"
36115,"48,555","49,964","48,522","47,547","51,188","51,052","53,609","55,913"
36117,"51,901","48,991","50,603","49,191","51,273","58,521","52,709","61,118"
36119,"76,728","77,166","83,094","83,152","85,688","89,380","90,483","94,521"
36121,"50,192","48,470","51,676","53,783","52,796","56,089","53,986","57,709"
36123,"44,776","43,789","45,509","48,368","46,392","48,820","49,198","51,089"
37000,"44,028","45,195","45,946","46,596","47,884","50,595","52,797","53,922"
37001,"41,371","41,394","43,001","41,296","41,566","46,060","47,914","50,480"
37003,"39,812","39,655","46,064","43,043","41,092","46,385","48,577","49,138"
37005,"32,673","34,046","37,086","35,266","36,113","35,965","38,994","39,735"
37007,"32,341","32,339","33,443","32,508","35,307","35,809","41,266","38,023"
37009,"34,333","34,080","35,155","36,488","35,238","39,709","40,611","41,864"
37011,"36,071","34,727","34,933","37,131","37,120","38,098","40,682","41,701"
37013,"38,248","38,256","39,043","40,357","41,725","41,431","43,497","46,411"
37015,"29,615","30,414","31,610","31,217","31,967","33,809","33,022","35,433"
37017,"33,138","32,766","33,971","33,521","33,882","33,621","38,059","36,976"
37019,"42,685","48,624","47,799","47,387","48,831","51,457","56,227","60,163"
37021,"41,551","43,146","45,738","47,296","45,094","50,538","50,271","53,960"
37023,"37,719","38,581","36,150","39,275","42,711","41,383","42,179","44,946"
37025,"50,298","55,531","55,046","55,250","57,881","63,059","62,167","69,297"
37027,"34,876","35,127","34,811","38,653","39,636","39,166","44,798","43,328"
37029,"57,113","53,563","60,537","61,730","62,000","65,415","64,086","65,955"
37031,"45,507","48,930","46,227","48,824","50,837","51,557","53,192","55,052"
37033,"38,495","39,615","37,122","42,730","40,504","40,570","44,998","45,517"
37035,"44,339","42,080","43,777","45,080","41,745","49,475","53,348","53,738"
37037,"53,564","55,371","56,981","56,797","58,860","63,303","63,373","73,703"
37039,"32,913","31,370","34,476","34,620","38,284","37,237","38,283","41,262"
37041,"36,231","37,458","39,143","38,887","40,794","41,151","43,182","42,618"
37043,"35,143","36,871","37,078","37,072","38,980","37,581","43,684","42,878"
37045,"37,390","38,265","40,528","39,444","40,237","38,654","39,911","42,728"
37047,"31,282","33,765","35,026","34,321","34,478","35,290","37,639","36,862"
37049,"47,291","47,087","45,022","43,972","47,805","49,524","51,390","50,748"
37051,"43,863","45,110","44,038","42,582","42,380","45,286","44,065","46,779"
37053,"55,665","54,822","57,577","58,024","66,426","57,570","62,397","64,426"
37055,"50,393","51,900","52,083","54,642","53,585","56,371","57,316","64,768"
37057,"41,631","43,824","40,424","43,346","46,400","46,263","47,595","47,758"
37059,"50,110","49,984","49,708","47,592","52,525","54,189","58,147","60,801"
37061,"35,587","36,075","38,106","34,109","38,397","38,771","39,470","42,725"
37063,"47,007","50,889","52,331","50,745","53,875","54,255","60,045","59,329"
37065,"32,901","32,002","33,080","31,615","32,529","34,612","35,130","38,818"
37067,"43,804","43,049","46,163","45,944","47,346","48,987","50,803","50,112"
37069,"42,269","42,346","39,312","48,166","48,009","49,484","53,076","57,710"
37071,"40,969","41,614","42,461","42,056","45,031","48,874","50,016","52,798"
37073,"41,437","44,273","48,194","48,413","46,387","45,755","50,164","51,746"
37075,"33,041","32,883","33,553","33,824","33,827","35,763","37,748","39,502"
37077,"48,596","46,303","48,680","49,342","50,314","50,414","53,142","58,956"
37079,"35,013","35,050","39,481","37,263","35,060","39,738","40,131","43,591"
37081,"44,229","43,299","46,093","44,828","48,283","47,754","52,284","52,166"
37083,"31,084","31,253","32,597","31,674","31,952","33,044","34,027","36,760"
37085,"40,617","44,998","45,257","45,380","48,301","51,106","51,406","51,225"
37087,"40,114","40,022","39,320","42,812","43,573","45,290","47,872","47,183"
37089,"46,165","45,168","44,561","47,286","47,280","53,638","51,314","54,012"
37091,"31,581","31,861","33,616","30,056","34,453","35,424","38,786","38,216"
37093,"42,908","44,717","43,987","44,175","42,819","46,004","50,777","47,892"
37095,"35,810","35,301","36,681","36,891","37,074","37,881","41,214","40,653"
37097,"49,902","49,666","49,983","54,026","55,848","56,325","56,559","60,044"
37099,"37,388","37,049","40,511","38,130","41,537","44,004","46,113","44,502"
37101,"48,380","48,773","50,904","50,055","52,681","55,174","58,647","60,296"
37103,"38,230","35,159","39,602","38,928","39,688","38,873","41,523","43,302"
37105,"41,506","43,424","48,061","46,073","44,294","46,723","53,297","48,984"
37107,"32,602","35,634","34,127","35,991","37,085","39,341","39,411","40,433"
37109,"50,746","47,799","50,537","49,676","49,343","50,714","57,042","62,963"
37111,"35,627","36,584","36,840","37,881","37,430","41,443","42,853","43,972"
37113,"36,953","36,438","37,219","37,884","41,395","41,140","42,456","46,426"
37115,"36,724","37,644","37,479","38,445","37,899","40,765","41,891","44,693"
37117,"33,305","33,159","34,761","35,930","36,543","35,561","37,225","43,569"
37119,"52,111","55,392","54,657","59,049","57,029","63,197","65,750","64,509"
37121,"35,322","36,210","38,303","36,795","39,955","42,530","40,589","43,967"
37123,"30,684","35,272","35,613","38,530","39,096","40,371","43,695","47,757"
37125,"47,301","49,670","50,169","51,650","52,139","54,545","62,781","59,471"
37127,"43,151","40,937","41,575","43,348","43,450","47,403","47,597","50,122"
37129,"45,890","50,890","48,651","49,905","52,456","51,373","53,692","53,419"
37131,"31,668","31,217","31,732","32,063","33,301","35,711","36,190","37,233"
37133,"45,434","44,263","45,213","47,201","46,144","47,163","49,634","50,531"
37135,"56,792","53,026","59,472","60,304","61,570","65,299","69,422","71,920"
37137,"41,325","41,004","43,517","43,097","41,004","43,927","48,410","46,447"
37139,"40,261","43,935","40,094","44,596","42,171","43,687","46,709","46,355"
37141,"44,171","43,318","44,949","45,453","49,390","50,437","52,187","54,900"
37143,"39,112","42,494","42,504","41,328","42,337","45,052","45,011","48,337"
37145,"42,303","42,546","42,091","45,841","43,917","47,974","50,269","50,149"
37147,"39,713","39,343","40,940","41,765","41,909","45,918","46,229","43,303"
37149,"41,851","41,719","43,665","45,464","45,672","47,185","45,587","50,467"
37151,"40,749","41,815","40,896","41,770","43,216","45,939","44,207","48,372"
37153,"32,932","30,726","32,825","34,665","33,017","35,367","36,401","38,514"
37155,"30,931","29,965","30,248","30,414","32,128","34,439","33,714","35,407"
37157,"36,746","37,577","40,446","39,606","40,148","41,620","46,247","41,869"
37159,"40,267","40,400","41,475","44,973","44,862","47,971","47,541","46,864"
37161,"35,208","34,193","35,544","35,629","36,998","38,699","40,758","42,831"
37163,"36,471","37,420","35,890","33,876","40,660","41,477","41,951","42,807"
37165,"32,999","31,704","32,314","32,782","35,447","35,138","37,947","36,730"
37167,"38,301","42,816","42,801","41,921","44,878","49,106","49,871","51,491"
37169,"42,147","42,272","44,552","45,065","42,889","48,148","48,748","50,826"
37171,"35,269","36,934","36,221","37,915","38,408","38,843","43,023","46,342"
37173,"36,167","36,280","34,552","34,788","36,103","38,996","41,407","43,121"
37175,"41,578","40,642","40,578","44,490","45,792","44,578","47,587","51,398"
