FIPS,MedianIncome2011,MedianIncome2012,MedianIncome2013,MedianIncome2014,MedianIncome2015,MedianIncome2016,MedianIncome2017,MedianIncome2018
37177,"33,430","30,728","32,642","32,773","33,759","33,666","35,223","36,765"
37179,"61,515","61,260","63,912","64,381","71,690","72,548","77,875","80,428"
37181,"33,377","34,371","35,565","33,609","32,698","34,717","39,847","40,263"
37183,"62,436","64,107","65,433","66,950","70,629","76,173","77,641","80,169"
37185,"33,218","33,068","33,767","33,869","34,149","36,285","36,831","38,430"
37187,"33,278","32,545","31,596","32,867","35,146","35,367","36,171","36,042"
37189,"39,168","38,563","38,380","41,942","41,762","44,014","48,417","48,489"
37191,"39,089","38,776","41,526","36,890","41,161","42,421","44,592","41,572"
37193,"34,954","35,362","35,895","33,398","40,647","41,640","42,453","44,080"
37195,"37,166","37,440","40,772","39,268","41,276","41,352","44,825","44,015"
37197,"40,983","40,012","40,998","40,801","41,208","46,276","46,885","49,070"
37199,"36,440","36,019","35,866","35,974","36,418","39,686","41,053","44,756"
38000,"52,135","54,579","56,800","60,227","61,674","61,898","62,400","65,250"
38001,"43,836","45,829","44,833","45,710","48,106","48,596","50,847","53,162"
38003,"47,839","50,820","52,035","52,376","51,053","53,704","56,696","54,984"
38005,"38,299","36,435","42,326","39,342","39,969","40,787","41,941","42,407"
38007,"60,506","65,346","74,636","75,096","76,913","71,697","74,312","76,235"
38009,"52,360","50,756","61,279","56,965","56,645","54,444","55,775","59,161"
38011,"56,721","56,238","60,429","60,946","62,892","59,668","59,451","62,270"
38013,"49,481","53,347","60,416","62,875","68,477","63,787","62,629","63,261"
38015,"57,519","62,104","63,503","66,734","66,057","66,406","70,075","72,277"
38017,"52,444","51,995","53,077","53,755","55,946","59,711","64,428","63,885"
38019,"50,572","56,685","53,577","54,057","57,200","52,880","59,794","60,314"
38021,"47,501","50,978","52,414","51,817","56,325","54,044","53,564","53,286"
38023,"51,219","53,885","63,616","67,344","62,922","60,315","55,867","58,715"
38025,"55,353","62,424","69,914","72,018","73,135","67,375","67,337","66,383"
38027,"43,249","42,908","46,875","47,596","47,804","55,196","49,725","51,327"
38029,"40,749","42,018","43,438","44,282","46,952","44,646","46,681","47,976"
38031,"49,333","49,499","55,172","54,593","53,408","54,218","58,752","58,096"
38033,"44,706","44,583","48,103","53,420","56,948","56,795","63,054","58,075"
38035,"45,541","44,376","49,697","50,435","52,022","51,820","50,933","54,311"
38037,"35,744","38,524","45,908","39,679","40,879","39,822","48,189","41,295"
38039,"45,283","45,679","50,570","51,192","47,222","49,350","51,823","54,250"
38041,"46,793","48,179","60,171","50,038","53,403","50,158","51,827","51,455"
38043,"39,857","40,749","47,390","46,923","46,800","47,914","46,708","45,401"
38045,"52,242","55,359","55,388","53,721","58,638","52,563","57,808","54,514"
38047,"40,760","45,334","48,520","44,696","50,047","50,841","46,948","50,141"
38049,"44,981","44,266","49,078","48,887","56,351","53,719","53,060","54,795"
38051,"36,642","40,068","40,540","40,258","48,494","42,950","43,804","47,288"
38053,"59,000","67,995","75,699","81,209","82,906","77,733","75,408","76,224"
38055,"50,902","52,584","53,604","56,616","62,480","60,684","61,121","64,524"
38057,"67,449","64,477","70,150","74,047","75,698","80,072","82,991","82,303"
38059,"58,330","54,909","59,650","54,637","64,260","65,021","63,279","68,043"
38061,"52,930","59,583","65,546","66,807","65,606","63,736","64,247","67,162"
38063,"43,426","46,292","55,915","45,040","48,196","45,233","47,708","50,093"
38065,"59,262","60,116","66,082","62,010","65,798","65,920","68,151","68,243"
38067,"54,584","48,649","53,983","56,298","58,683","59,244","56,164","58,766"
38069,"41,419","43,499","44,585","39,572","43,419","44,291","48,380","47,360"
38071,"46,624","50,457","49,299","51,097","51,607","51,481","56,464","54,814"
38073,"51,812","51,628","58,578","56,270","60,122","56,550","62,465","61,634"
38075,"52,982","55,232","61,533","60,957","65,651","57,392","60,178","60,205"
38077,"51,860","55,420","54,312","57,177","56,942","59,556","61,361","61,174"
38079,"33,024","36,158","34,836","35,630","37,634","40,595","40,777","42,021"
38081,"58,138","56,119","58,672","58,467","58,626","59,464","62,940","64,756"
38083,"40,593","39,505","43,346","44,990","38,234","38,977","40,786","39,439"
38085,"30,271","31,337","34,491","33,950","32,895","33,550","34,705","37,002"
38087,"52,493","52,645","59,852","55,664","56,833","54,040","55,326","49,843"
38089,"55,492","63,886","69,566","76,672","76,844","78,604","66,925","71,888"
38091,"54,695","57,257","65,730","59,408","61,352","61,808","66,210","66,929"
38093,"49,519","46,485","50,941","53,333","54,925","53,769","57,265","57,002"
38095,"52,376","52,033","55,199","51,961","51,561","50,987","51,382","51,848"
38097,"53,388","51,218","57,006","58,995","54,814","55,068","63,204","59,931"
38099,"46,802","47,425","48,301","51,754","51,749","51,481","50,807","59,705"
38101,"53,157","56,647","56,192","62,526","61,170","61,089","62,932","63,938"
38103,"47,328","48,422","54,251","51,470","51,857","51,677","54,556","58,261"
38105,"67,492","79,265","84,237","86,354","89,860","81,719","80,161","79,354"
39000,"45,803","46,873","48,138","49,349","51,086","52,357","54,077","56,155"
39001,"34,778","34,955","37,259","34,116","36,609","38,302","41,644","42,154"
39003,"41,453","42,173","43,274","43,602","49,297","47,924","51,325","50,301"
39005,"44,950","44,748","48,196","47,369","48,338","50,612","51,103","54,362"
39007,"38,683","37,811","40,899","39,757","44,258","43,668","45,157","46,950"
39009,"33,943","33,950","35,783","34,216","38,400","38,131","42,955","40,416"
39011,"51,130","51,769","54,010","52,650","58,840","59,543","63,336","63,754"
39013,"40,300","42,176","39,264","41,983","45,675","45,661","52,221","48,989"
39015,"43,181","44,209","43,050","46,484","47,202","51,504","48,207","55,334"
39017,"53,275","55,599","55,992","58,558","58,954","63,094","64,026","61,053"
39019,"40,896","42,540","44,622","46,177","52,166","48,616","51,296","50,002"
39021,"48,063","48,826","48,516","50,302","58,837","56,203","54,335","57,701"
39023,"41,704","40,783","44,029","42,029","47,651","47,410","47,654","50,089"
39025,"55,963","54,179","61,398","62,158","62,214","61,203","66,193","65,280"
39027,"44,905","42,640","46,541","49,453","47,055","53,234","50,794","53,947"
39029,"42,091","42,782","41,996","42,645","42,301","46,873","43,123","44,938"
39031,"40,282","42,035","39,496","41,547","41,643","45,777","44,471","46,420"
39033,"39,679","40,493","38,421","39,881","41,471","44,336","45,395","44,715"
39035,"41,609","41,954","43,653","44,138","45,506","46,703","46,918","50,006"
39037,"42,065","44,554","43,465","46,610","51,131","52,771","53,954","53,853"
39039,"49,360","46,382","48,971","53,026","53,936","52,210","59,538","56,740"
39041,"86,980","87,470","89,016","97,802","97,679","102,990","107,676","103,536"
39043,"46,613","46,307","46,495","49,234","48,129","51,354","54,849","53,135"
39045,"58,829","58,884","56,697","59,921","61,450","65,198","67,276","67,654"
39047,"36,684","42,100","40,031","44,947","45,068","44,257","46,067","47,733"
39049,"47,174","50,053","51,456","53,164","53,939","56,090","59,214","60,383"
39051,"49,038","50,658","51,454","54,666","58,782","56,504","59,214","62,800"
39053,"36,441","38,397","39,447","36,675","38,738","42,074","43,149","43,785"
39055,"66,088","69,214","69,078","72,264","76,315","77,938","82,744","84,093"
39057,"56,683","54,038","60,093","59,382","61,250","62,751","68,040","68,380"
39059,"36,348","38,353","39,760","41,940","41,630","43,519","43,733","44,623"
39061,"46,125","46,952","47,123","48,973","51,070","53,344","55,178","57,300"
39063,"48,258","49,866","48,729","51,498","55,265","56,406","54,386","61,579"
39065,"37,914","42,023","42,474","45,195","44,101","46,969","47,185","49,580"
39067,"37,057","39,801","40,343","42,582","44,221","44,274","48,160","50,301"
39069,"48,859","51,036","51,105","53,645","56,986","57,752","57,678","57,705"
39071,"36,865","38,847","40,419","41,611","41,494","44,729","43,840","49,161"
39073,"42,491","38,927","42,376","42,374","43,598","47,799","48,397","50,568"
39075,"45,893","43,624","49,118","50,069","53,540","58,783","61,593","60,828"
39077,"48,196","46,303","44,825","47,824","48,838","51,278","48,244","55,202"
39079,"39,144","37,020","37,823","41,161","42,828","45,168","44,671","44,726"
39081,"41,103","40,114","38,074","40,148","43,306","43,558","43,520","42,821"
39083,"50,929","44,133","47,053","46,908","50,914","53,375","52,061","56,885"
39085,"53,016","55,149","55,477","58,697","60,782","61,946","60,521","65,883"
39087,"37,666","38,790","41,137","41,608","39,698","42,132","43,108","43,031"
39089,"54,298","52,678","54,909","57,308","59,119","58,902","62,658","66,145"
39091,"48,011","45,397","50,077","50,753","49,690","53,760","54,782","61,699"
39093,"48,733","49,758","52,762","52,331","52,779","54,951","55,443","59,265"
39095,"38,798","40,759","40,751","42,344","43,136","45,251","47,562","47,865"
39097,"54,107","53,445","54,039","52,996","63,736","60,039","69,937","61,645"
39099,"39,447","39,982","41,076","41,316","42,443","42,839","43,904","48,010"
39101,"42,141","43,315","42,862","42,240","43,529","44,783","46,450","45,419"
39103,"60,527","65,670","66,720","68,405","70,576","73,148","72,926","76,475"
39105,"33,520","34,978","40,023","38,081","38,479","39,070","42,200","44,286"
39107,"47,994","52,060","55,110","52,606","56,124","57,577","60,055","62,782"
39109,"48,103","52,622","51,892","51,868","51,685","59,591","60,800","59,922"
39111,"39,007","42,902","41,000","40,646","41,754","44,062","44,868","46,314"
39113,"41,001","42,859","43,103","42,994","46,696","47,239","48,039","51,071"
39115,"35,173","35,748","36,057","37,923","39,969","40,680","41,375","40,557"
39117,"47,431","50,904","49,980","49,846","52,312","52,953","55,466","60,452"
39119,"38,652","39,814","40,399","41,814","43,324","44,871","44,884","49,586"
39121,"41,151","40,405","42,425","43,953","47,714","48,836","44,835","48,792"
39123,"51,641","51,216","51,787","50,345","58,793","56,569","55,968","58,345"
39125,"41,946","44,453","46,921","47,358","49,796","51,020","52,534","53,876"
39127,"39,383","40,590","41,586","43,341","44,738","47,543","51,702","51,534"
39129,"52,161","54,540","52,666","54,868","58,472","60,051","62,445","58,742"
39131,"37,802","36,819","41,092","40,512","39,851","42,869","43,499","45,163"
39133,"49,712","52,249","52,576","52,047","53,609","52,947","59,490","63,689"
39135,"45,920","46,298","47,251","49,516","51,042","57,896","52,300","53,904"
39137,"57,039","57,079","60,562","56,519","60,036","61,069","62,944","64,304"
39139,"40,424","41,772","40,210","41,948","45,273","44,835","47,141","49,668"
39141,"43,118","43,285","42,730","42,466","45,615","47,507","50,387","49,385"
39143,"44,016","46,274","46,800","46,447","49,994","52,452","53,058","53,978"
39145,"31,987","36,379","36,682","37,625","37,277","39,245","41,843","41,267"
39147,"38,349","43,899","47,121","45,003","48,617","49,546","47,805","52,165"
39149,"53,028","53,390","51,529","50,774","59,149","59,604","60,148","63,398"
39151,"42,190","45,626","45,199","47,745","48,976","51,036","51,214","52,310"
39153,"46,595","48,836","49,353","50,453","51,434","52,226","55,531","58,890"
39155,"40,913","41,253","41,951","43,160","42,831","45,929","46,340","47,424"
39157,"41,857","43,546","44,121","46,128","47,588","50,273","51,408","51,030"
39159,"64,403","63,378","68,650","69,900","76,116","78,796","86,609","84,861"
39161,"46,717","45,024","47,169","49,565","51,264","52,610","49,120","54,331"
39163,"35,298","36,432","37,842","37,633","41,675","41,522","40,927","43,457"
39165,"70,245","73,598","75,041","72,973","81,383","81,543","85,532","87,391"
39167,"42,211","41,747","41,236","45,048","44,697","47,802","46,417","50,904"
39169,"46,842","47,859","49,580","50,106","52,717","53,605","56,172","59,142"
39171,"40,856","42,418","45,510","42,214","49,031","50,770","50,347","54,581"
39173,"50,624","50,534","52,578","54,996","57,390","60,347","61,774","64,282"
39175,"45,555","46,327","46,568","47,905","51,109","55,590","47,527","55,995"
40000,"43,232","44,336","45,724","47,524","48,595","49,204","50,051","51,914"
40001,"31,680","31,544","31,997","31,386","31,572","33,632","33,187","35,156"
40003,"38,852","43,892","50,190","51,885","52,551","53,695","52,017","52,952"
40005,"34,673","36,614","34,973","35,910","34,850","36,766","38,595","39,702"
40007,"49,683","52,134","55,279","56,664","59,544","53,493","53,242","52,550"
40009,"43,565","50,342","49,578","46,625","51,394","47,407","49,784","47,825"
40011,"37,882","40,797","41,276","44,309","43,540","44,229","46,253","49,513"
40013,"34,276","37,157","36,601","38,187","40,875","39,219","41,563","43,445"
40015,"38,583","34,246","37,298","39,933","43,548","40,296","41,085","48,533"
40017,"60,225","62,984","63,889","68,421","63,291","68,291","73,878","70,942"
40019,"40,122","45,787","43,030","44,402","45,287","47,966","45,755","48,660"
40021,"34,968","35,482","36,643","38,027","40,600","36,297","40,051","42,913"
40023,"28,598","30,115","30,972","29,652","30,572","32,458","30,501","35,308"
40025,"38,572","39,376","39,617","41,800","44,023","44,000","40,370","46,777"
40027,"51,900","54,036","54,865","58,205","59,417","61,275","61,364","62,343"
40029,"35,475","33,185","35,538","36,566","38,954","41,111","37,874","39,396"
40031,"44,286","44,726","42,733","46,071","46,821","48,493","50,530","51,382"
40033,"38,129","38,044","40,608","41,469","42,901","43,019","42,518","43,386"
40035,"36,996","37,586","36,932","36,953","41,119","42,781","39,320","43,074"
40037,"41,000","44,130","44,608","46,614","47,395","45,630","47,397","54,478"
40039,"41,678","44,842","47,399","45,574","47,745","43,247","47,244","49,577"
40041,"35,936","36,765","36,225","36,424","38,840","39,144","37,173","40,287"
40043,"41,124","45,763","49,308","50,348","53,004","49,398","48,939","50,728"
40045,"42,728","49,545","49,804","52,032","57,524","51,745","48,001","51,867"
40047,"42,800","45,370","47,961","49,136","49,070","49,841","49,116","52,387"
40049,"37,878","37,980","38,414","40,774","46,139","40,978","41,990","47,858"
40051,"45,688","47,619","48,671","51,199","53,208","55,552","54,887","56,489"
40053,"40,691","45,138","51,119","49,774","50,729","48,118","45,025","49,073"
40055,"34,350","33,761","34,806","34,872","36,495","35,231","34,254","37,445"
40057,"30,329","28,570","31,707","33,750","33,144","36,703","35,144","38,537"
40059,"43,198","47,375","45,395","49,204","52,635","48,559","50,101","55,112"
40061,"33,309","32,746","35,045","35,313","36,888","36,418","36,551","37,776"
40063,"30,888","30,949","34,656","34,837","37,676","33,578","35,875","37,566"
40065,"40,129","40,024","41,147","41,370","44,723","44,211","44,733","47,747"
40067,"30,755","31,684","31,916","32,645","36,227","37,105","36,169","37,338"
40069,"35,713","36,135","35,171","35,977","38,980","38,080","40,129","39,756"
40071,"39,152","39,591","41,098","41,514","43,373","44,391","45,447","45,700"
40073,"53,050","53,332","54,982","59,525","59,462","60,814","61,728","59,266"
40075,"35,977","36,329","34,611","36,699","37,721","36,069","36,003","37,831"
40077,"35,660","35,649","36,177","35,522","38,313","35,942","37,358","38,284"
40079,"34,131","32,778","35,122","36,627","38,261","37,005","38,576","38,709"
40081,"38,058","44,149","42,378","46,083","46,976","44,914","47,011","48,039"
40083,"48,346","51,642","57,490","55,602","57,892","54,305","60,628","69,114"
40085,"40,853","43,083","46,154","52,662","45,223","45,200","48,312","48,725"
40087,"54,633","54,495","57,784","58,392","56,700","61,730","63,787","65,831"
40089,"29,614","30,712","31,319","34,964","31,723","32,664","32,092","37,390"
